Id,SalePrice
1461,121118.161176137
1462,166296.67755739772
1463,185264.90241806777
1464,195140.87409763742
1465,190226.3895550901
1466,172267.9719579634
1467,179427.09435992988
1468,163082.2715739707
1469,193033.396681808
1470,123861.97856147576
1471,188503.35078830126
1472,97518.24214153126
1473,96518.6083984319
1474,141920.47161124315
1475,110194.03872379338
1476,364871.64472413546
1477,253844.97888307704
1478,286052.57854652544
1479,283648.9209021898
1480,534565.4236903414
1481,326168.6149783316
1482,206705.37155888448
1483,180636.74960099976
1484,161893.74673825406
1485,181508.58858322125
1486,195158.51133903963
1487,326198.6741998199
1488,236847.8257579449
1489,199176.75043985777
1490,237164.4706476803
1491,192939.6091597038
1492,90095.4076195432
1493,190458.63202874578
1494,287755.1915444069
1495,281663.42230694933
1496,243812.84401702834
1497,182586.67247967998
1498,167514.57085316646
1499,163698.1291869588
1500,157759.1179952854
1501,182714.63831890697
1502,146949.90053668697
1503,286529.77629676857
1504,238374.5723240625
1505,226378.01852089618
1506,189309.0386371559
1507,253867.77186962508
1508,201866.72205365324
1509,161905.82137954078
1510,142539.99348673128
1511,150477.99136058704
1512,170737.7473933296
1513,145821.53500189385
1514,153274.66726105727
1515,196507.63318713484
1516,152654.35739648048
1517,169769.8626171267
1518,125190.90493000373
1519,220928.99972166627
1520,130097.11937060427
1521,133695.5791941135
1522,174367.51096551938
1523,114247.52422357247
1524,124722.49059726832
1525,124012.30823541568
1526,111071.00225054674
1527,107661.80888354171
1528,135152.8580371788
1529,152050.51853120033
1530,183517.37796958143
1531,115702.77759602462
1532,94396.60131433488
1533,151376.32256316688
1534,122933.36147985066
1535,147923.20895477064
1536,107605.27940127061
1537,43044.5610171677
1538,160256.5336379233
1539,197800.81510923262
1540,99470.70731371983
1541,142315.9635015372
1542,139316.59766728617
1543,199093.00261744086
1544,82557.73767275376
1545,115936.54063484973
1546,132210.41765096766
1547,131943.6985746179
1548,135510.46468819267
1549,116278.62911602664
1550,136248.0516909947
1551,106392.26309132068
1552,147492.98777476317
1553,151029.7247215307
1554,118571.873645754
1555,159052.90906894702
1556,86277.34054120089
1557,98789.58727637529
1558,100946.76516455898
1559,79851.46898020472
1560,127187.91264735613
1561,129742.14081058068
1562,127095.88350145525
1563,121433.57640046347
1564,159675.32480473912
1565,149575.78965595327
1566,241430.16964396165
1567,77164.81016933186
1568,233509.4708184706
1569,133917.64113165438
1570,134044.62694356233
1571,111867.2426146274
1572,145172.98264358568
1573,249835.2156922452
1574,122264.29591207793
1575,229003.6801970237
1576,244157.46429174533
1577,181257.81290424496
1578,154212.29586774096
1579,148066.38041432825
1580,191600.21809990724
1581,154615.09138064788
1582,125991.56496231067
1583,308197.2946567666
1584,219129.78970948918
1585,139205.97561027584
1586,69042.26560387872
1587,101511.3151590471
1588,154376.41792244642
1589,96835.73747643988
1590,132307.60251821135
1591,95294.15140166665
1592,115332.59861771298
1593,124468.39592072388
1594,133595.27290479033
1595,105780.13537695498
1596,228208.91069432208
1597,191915.2981939127
1598,217151.4816206511
1599,170356.76831767408
1600,159636.43009874976
1601,67557.89747449177
1602,115317.9800436101
1603,84730.3101967944
1604,268292.71344162215
1605,242569.16363112294
1606,166241.25785828917
1607,169388.77649794548
1608,206400.4894841956
1609,182417.94879328774
1610,151167.05687080402
1611,134850.15287798186
1612,174734.6712818538
1613,165292.71751274727
1614,124540.1578168482
1615,92258.32218044532
1616,77083.58259904764
1617,90247.9357275386
1618,123862.9442976731
1619,143339.05637711828
1620,168661.7067907957
1621,139520.80685278162
1622,139751.50479667808
1623,272387.4480287444
1624,213787.6174454835
1625,120615.31549688634
1626,162243.5224195098
1627,191273.083064407
1628,286886.7557136255
1629,178129.1476288023
1630,360993.95314754295
1631,220134.63434427502
1632,245434.35320858835
1633,166344.87119978387
1634,185602.42360763781
1635,173373.55389188457
1636,152557.7511476843
1637,199066.02582294273
1638,179948.13725062538
1639,186366.2045525206
1640,255424.68768295046
1641,182566.19089837713
1642,235053.67148951592
1643,217954.32728138997
1644,235645.36406410462
1645,202388.1678590986
1646,157070.46683643517
1647,158146.99738397019
1648,132237.1869000994
1649,137728.56322905957
1650,115397.95254578287
1651,122020.67836293436
1652,96183.27315007347
1653,102421.29285508874
1654,143371.82996410906
1655,139661.94619445052
1656,138140.83406879666
1657,144574.38229540206
1658,142312.0839007061
1659,121351.13863214613
1660,153453.98848617254
1661,481620.3089971779
1662,392220.76266610774
1663,371238.30200128345
1664,543385.1420918535
1665,301772.80516959884
1666,332455.0774756205
1667,374035.3533593432
1668,338510.6199715766
1669,300787.1876415315
1670,340686.1647599624
1671,264235.2543090731
1672,432879.8771591754
1673,297460.10896222206
1674,240993.90247185715
1675,194441.1607436153
1676,197540.40081083888
1677,219756.53095561822
1678,525567.5127994362
1679,396419.9974224479
1680,336751.05123547994
1681,242059.33443157305
1682,313689.5318857995
1683,184939.6723752166
1684,170295.20524038086
1685,167342.03199643182
1686,168153.36678655865
1687,164069.25285486813
1688,190371.73505946324
1689,188947.90971938256
1690,193016.87269708572
1691,177945.04265671663
1692,263200.14445591957
1693,163572.13644932324
1694,179136.05918673734
1695,162734.47409427617
1696,275331.77111875697
1697,166567.27770413476
1698,348553.89962195256
1699,308307.19747296383
1700,256459.7772319077
1701,269183.1776843358
1702,249507.36435696928
1703,248143.15661568198
1704,285418.1497526286
1705,234034.39144592136
1706,435466.1567690043
1707,217941.61729548045
1708,200648.55012289865
1709,263625.8994027412
1710,221737.91253732186
1711,271043.8797271485
1712,265653.5125053876
1713,276578.7037788619
1714,227195.65862940907
1715,209166.8186280651
1716,178300.5845805573
1717,169593.17782378118
1718,136024.1203977828
1719,209382.26176093105
1720,236530.2854938949
1721,160014.78272127468
1722,125638.82952176017
1723,154297.22455101748
1724,208428.8665055415
1725,235630.66615999964
1726,184642.67887059777
1727,157123.09187581835
1728,173970.94603043792
1729,166241.73053102475
1730,152023.25050148947
1731,122480.97544127842
1732,130490.04527366019
1733,115763.4607180603
1734,121136.36072472337
1735,126058.19390279427
1736,113756.03990014791
1737,301645.0194679751
1738,240664.66605934652
1739,265142.67782945867
1740,229662.26447960388
1741,193582.38815253694
1742,176377.6095258
1743,176276.95247674535
1744,310011.2500527637
1745,221711.58312111162
1746,182018.78510811715
1747,215460.64635760614
1748,228378.70705868554
1749,147842.7206204601
1750,127693.7783811404
1751,237006.28732111343
1752,120467.58348558849
1753,152194.13738382843
1754,197098.54401539997
1755,168913.36323166784
1756,133482.42560771774
1757,122894.33735229843
1758,140231.3605013401
1759,156770.92461260676
1760,162424.2293230114
1761,145113.69157495318
1762,183449.71607073888
1763,177747.33731699336
1764,114262.05804239254
1765,171639.81650033005
1766,183548.3322745021
1767,225316.16024151398
1768,142335.46530375772
1769,173194.76810625865
1770,150243.05496864798
1771,125316.98561402141
1772,132030.96333648622
1773,123098.51965767483
1774,140685.96117792072
1775,141261.0211986803
1776,126221.14504834345
1777,111223.12894245065
1778,140423.12323669618
1779,115565.41326519095
1780,172489.1435776544
1781,128815.25126013393
1782,87991.39163664654
1783,144342.51704925732
1784,109069.88027736734
1785,123841.20941605412
1786,165620.80018172026
1787,164822.6929975608
1788,60289.03619972314
1789,96474.56724580347
1790,80223.76021050685
1791,186605.32224766474
1792,158831.98487610454
1793,123390.26812696987
1794,152910.81811197443
1795,133750.145279729
1796,118415.2399456803
1797,116827.78770717395
1798,127041.59816806034
1799,115384.37312138891
1800,130220.16948611692
1801,131667.37970398983
1802,128600.3865566485
1803,150934.7121333665
1804,139751.94762833975
1805,132768.66830161636
1806,122299.36895746489
1807,128459.29403961464
1808,120681.68771355833
1809,123985.91188411221
1810,138056.52661272426
1811,88205.21739729117
1812,101006.47883003873
1813,122575.42989308297
1814,95691.2296069068
1815,43537.68306734328
1816,104836.48862182187
1817,108158.43045953168
1818,156554.4901942436
1819,125532.9254402584
1820,57662.59238744031
1821,110684.37884703792
1822,157809.08753677545
1823,36209.03580859863
1824,130995.02510023241
1825,130627.33852565383
1826,106062.13509760011
1827,101978.57932825522
1828,132061.69307466413
1829,116629.48797899146
1830,146166.53898355723
1831,146367.28638234042
1832,78745.05027576974
1833,139397.41661448777
1834,118658.13878621378
1835,123246.70640980604
1836,126594.04841269291
1837,84870.33656720832
1838,127244.9635390462
1839,103524.75313648158
1840,158046.88218953132
1841,140783.80406310703
1842,89539.43682298186
1843,127223.96497142079
1844,135877.7086029984
1845,131181.87618423978
1846,155581.69835393858
1847,167755.88574483938
1848,57541.43415181228
1849,107000.80537617714
1850,117403.2892810936
1851,155112.53994607492
1852,120396.99743819167
1853,127254.49226656268
1854,170775.1018356583
1855,149828.62136434182
1856,226027.56505552726
1857,148809.59156208785
1858,134333.41682372143
1859,111917.49667845406
1860,145191.89281849767
1861,112187.98217717573
1862,289726.11278762255
1863,275573.28521345946
1864,275364.8194308793
1865,356251.72973844287
1866,335683.10076135077
1867,222630.23797985082
1868,295317.1644622107
1869,202621.91044362306
1870,226223.65281275628
1871,252651.98665470452
1872,168851.57202728483
1873,242312.46350491024
1874,149733.80142077812
1875,206435.8288995792
1876,199415.27223307977
1877,214054.92315046507
1878,201023.67680496714
1879,131239.42439687438
1880,134903.4632299367
1881,248721.79043722656
1882,246916.34543880264
1883,189068.03408835476
1884,205363.6996710494
1885,245559.20719768113
1886,288050.66024248325
1887,211039.20997079223
1888,266575.21987697924
1889,167124.51979408166
1890,117164.71770694872
1891,131068.39788557016
1892,96063.85255936286
1893,131453.70975152438
1894,127654.31632004882
